measure,hu33_samples,notes_ticks
16.380000,899199,59962
16.385000,899640,59981
16.390000,900081,60000
16.395000,900522,60019
16.400000,900963,60038
16.405000,901404,60058
16.410000,901845,60077
16.415000,902286,60096
16.420000,902727,60115
16.425000,903168,60134
16.430000,903609,60154
16.435000,904050,60173
16.440000,904491,60192
16.445000,904932,60211
16.450000,905373,60230
16.660000,905814,60250
16.665000,906255,60269
16.670000,906696,60288
16.675000,907137,60307
16.680000,907578,60326
16.685000,908019,60346
16.690000,908460,60365
16.695000,908901,60384
16.700000,909342,60403
16.705000,909783,60410
16.710000,910224,60416
16.715000,910665,60422
16.720000,911106,60426
16.725000,911547,60430
16.730000,911988,60434
16.735000,912429,60438
16.740000,912870,60442
16.745000,913311,60461
16.750000,913752,60480
16.755000,914193,60499
16.760000,914634,60518
16.765000,915075,60538
16.770000,915516,60557
16.775000,915957,60576
16.780000,916398,60595
16.785000,916839,60614
16.790000,917280,60634
16.795000,917721,60653
16.800000,918162,60672
16.805000,918603,60691
16.810000,919044,60710
16.815000,919485,60730
16.820000,919926,60749
16.825000,920367,60768
16.830000,920808,60787
16.835000,921249,60806
16.840000,921690,60826
16.845000,922131,60845
16.850000,922572,60864
16.855000,923013,61210
16.860000,923454,61229
16.865000,923895,61248
16.870000,924336,61267
16.875000,924777,61286
16.880000,925218,61306
16.885000,925659,61325
16.890000,926100,61344
16.895000,926541,61363
16.935000,926982,61382
16.940000,927423,61402
16.945000,927864,61421
16.950000,928305,61440
16.955000,928746,61459
16.960000,929187,61478
16.965000,929628,61498
16.970000,930069,61517
16.975000,930510,61536
16.980000,930951,61555
16.985000,931392,61574
16.990000,931833,61594
16.995000,932274,61613
17.000000,932715,61632
17.005000,933156,61651
17.010000,933597,61670
17.015000,934038,61690
17.020000,934479,61709
17.025000,934920,61728
17.030000,935361,61747
17.035000,935802,61766
17.040000,936243,61786
17.045000,936684,61805
17.050000,937125,61824
17.055000,937566,61843
17.060000,938007,61862
17.065000,938448,61882
17.070000,938889,62323
17.075000,939330,62342
17.080000,939771,62362
17.085000,940212,62381
17.090000,940653,62400
17.095000,941094,62419
17.100000,941535,62438
17.105000,941976,62458
17.110000,942417,62477
17.115000,942858,62496
17.120000,943299,62515
17.125000,943740,62534
17.130000,944181,62880
17.135000,944622,62899
17.140000,945063,62918
17.145000,945504,62938
17.150000,945945,62957
17.155000,946386,62976
17.160000,946827,62995
17.165000,947268,63014
17.170000,947709,63034
17.175000,948150,63053
17.180000,948591,63072
17.185000,949032,63091
17.190000,949473,63110
17.195000,949914,63130
17.200000,950355,63149
17.205000,950796,63168
17.210000,951237,63187
17.215000,951678,63206
17.220000,952119,63226
17.225000,952560,63245
17.230000,953001,63264
17.235000,953442,63283
17.240000,953883,63302
17.245000,954324,63322
17.250000,954765,63341
17.255000,955206,63360
17.260000,955647,63398
17.265000,956088,63418
17.270000,956529,63437
17.275000,956970,63456
17.280000,957411,63475
17.285000,957852,63494
17.290000,958293,63514
17.295000,958734,63533
17.300000,959175,63552
17.305000,959616,63571
17.310000,960057,63590
17.315000,960498,63610
17.320000,960939,63629
17.325000,961380,63648
17.330000,961821,63667
17.370000,962262,63821
17.375000,962703,63840
17.385000,963144,63878
17.390000,963585,63898
17.395000,964026,63936
17.400000,964467,63955
17.405000,964908,63974
17.410000,965349,63994
17.415000,965790,64013
17.420000,966231,64032
17.425000,966672,64051
17.430000,967113,64070
17.435000,967554,64090
17.440000,967995,64109
17.445000,968436,64147
17.460000,968877,64166
17.465000,969318,64186
17.470000,969759,64205
17.475000,970200,64224
17.480000,970641,64243
17.485000,971082,64262
17.490000,971523,64282
17.495000,971964,64301
17.500000,972405,64320
17.505000,972846,64339
17.510000,973287,64358
17.515000,973728,64378
17.520000,974169,64397
17.525000,974610,64416
17.530000,975051,64435
17.535000,975492,64454
17.540000,975933,64474
17.545000,976374,64493
17.550000,976815,64512
17.555000,977256,64531
17.560000,977697,64550
17.565000,978138,64570
17.570000,978579,64589
17.575000,979020,64608
17.580000,979461,64627
17.715000,979902,65146
17.720000,980343,65165
17.725000,980784,65184
17.730000,981225,65203
17.735000,981666,65222
17.740000,982107,65242
17.745000,982548,65261
17.750000,982989,65280
17.755000,983430,65299
17.760000,983871,65318
17.765000,984312,65338
17.770000,984753,65357
17.775000,985194,65376
17.780000,985635,65395
17.785000,986076,65414
17.790000,986517,65434
17.795000,986958,65453
17.800000,987399,65472
17.805000,987840,65491
17.810000,988281,65510
17.815000,988722,65530
17.820000,989163,65549
17.825000,989604,65568
17.830000,990045,65587
17.835000,990486,65606
17.840000,990927,65626
17.945000,991368,66029
17.950000,991809,66048
17.955000,992250,66067
17.960000,992691,66086
17.965000,993132,66106
17.970000,993573,66125
17.975000,994014,66144
17.980000,994455,66163
17.985000,994896,66182
17.990000,995337,66202
17.995000,995778,66221
18.000000,996219,66240
18.005000,996660,66259
18.010000,997101,66278
18.015000,997542,66298
18.020000,997983,66317
18.025000,998424,66336
18.030000,998865,66355
18.035000,999306,66374
18.040000,999747,66394
18.045000,1000188,66413
18.050000,1000629,66432
18.055000,1001070,66451
18.155000,1001511,66835
18.160000,1001952,66854
18.165000,1002393,66874
18.170000,1002834,66893
18.175000,1003275,66912
18.180000,1003716,66931
18.185000,1004157,66950
18.190000,1004598,66970
18.195000,1005039,66989
18.200000,1005480,67008
18.205000,1005921,67027
18.210000,1006362,67046
18.215000,1006803,67066
18.220000,1007244,67085
18.225000,1007685,67104
18.230000,1008126,67123
18.235000,1008567,67142
18.240000,1009008,67162
18.245000,1009449,67181
18.250000,1009890,67200
18.255000,1010331,67219
18.260000,1010772,67238
18.265000,1011213,67258
18.270000,1011654,67277
18.275000,1012095,67296
18.280000,1012536,67315
18.285000,1012977,67334
18.290000,1013418,67354
18.295000,1013859,67373
18.300000,1014300,67392
18.305000,1014741,67411
18.310000,1015182,67430
18.315000,1015623,67450
18.320000,1016064,67469
18.370000,1016505,67661
18.375000,1016946,67680
18.395000,1017387,67757
18.415000,1017828,67834
18.425000,1018269,67872
18.430000,1018710,67891
18.435000,1019151,67910
18.440000,1019592,67930
18.445000,1020033,67949
18.450000,1020474,67968
18.455000,1020915,67987
18.460000,1021356,68006
18.475000,1021797,68064
18.480000,1022238,68083
18.485000,1022679,68102
18.490000,1023120,68122
18.495000,1023561,68141
18.500000,1024002,68160
18.505000,1024443,68179
18.510000,1024884,68198
18.515000,1025325,68218
18.520000,1025766,68237
18.525000,1026207,68256
18.530000,1026648,68275
18.535000,1027089,68294
18.540000,1027530,68314
18.545000,1027971,68333
18.550000,1028412,68352
18.555000,1028853,68371
18.560000,1029294,68390
18.565000,1029735,68410
18.570000,1030176,68429
18.575000,1030617,68448
18.580000,1031058,68467
18.585000,1031499,68486
18.590000,1031940,68506
18.595000,1032381,68525
18.600000,1032822,68544
18.605000,1033263,68563
18.715000,1033704,68986
18.720000,1034145,69005
18.725000,1034586,69024
18.730000,1035027,69043
18.735000,1035468,69062
18.740000,1035909,69082
18.745000,1036350,69101
18.750000,1036791,69120
18.755000,1037232,69139
18.760000,1037673,69158
18.765000,1038114,69178
18.770000,1038555,69197
18.775000,1038996,69216
18.780000,1039437,69235
18.785000,1039878,69254
18.790000,1040319,69274
18.795000,1040760,69293
18.800000,1041201,69312
18.805000,1041642,69331
18.810000,1042083,69350
18.815000,1042524,69370
18.820000,1042965,69389
18.825000,1043406,69408
18.830000,1043847,69427
18.835000,1044288,69446
18.840000,1044729,69466
18.845000,1045170,69485
18.850000,1045611,69888
18.855000,1046052,69907
18.860000,1046493,69926
18.865000,1046934,69946
18.870000,1047375,69965
18.875000,1047816,69984
18.880000,1048257,70003
18.985000,1048698,70022
18.990000,1049139,70042
18.995000,1049580,70061
19.000000,1050021,70080
19.005000,1050462,70099
19.010000,1050903,70118
19.015000,1051344,70138
19.020000,1051785,70157
19.025000,1052226,70176
19.030000,1052667,70195
19.035000,1053108,70214
19.040000,1053549,70234
19.045000,1053990,70253
19.050000,1054431,70272
19.055000,1054872,70291
19.060000,1055313,70310
19.065000,1055754,70330
19.070000,1056195,70771
19.075000,1056636,70790
19.080000,1057077,70810
19.085000,1057518,70829
19.090000,1057959,70848
19.095000,1058400,70867
19.100000,1058841,70886
19.105000,1059282,70906
19.110000,1059723,70925
19.115000,1060164,70944
19.120000,1060605,70963
19.125000,1061046,70982
19.130000,1061487,71002
19.245000,1061928,71021
19.250000,1062369,71040
19.255000,1062810,71059
19.260000,1063251,71078
19.265000,1063692,71098
19.270000,1064133,71117
19.275000,1064574,71136
19.280000,1065015,71155
19.285000,1065456,71174
19.290000,1065897,71194
19.295000,1066338,71213
19.300000,1066779,71232
19.305000,1067220,71251
19.360000,1067661,71462
19.365000,1068102,71482
19.370000,1068543,71501
19.375000,1068984,71520
19.380000,1069425,71539
19.385000,1069866,71558
19.390000,1070307,71578
19.395000,1070748,71597
19.400000,1071189,71616
19.405000,1071630,71635
19.410000,1072071,71654
19.415000,1072512,71674
19.420000,1072953,71693
19.425000,1073394,71712
19.430000,1073835,71731
19.435000,1074276,71750
19.440000,1074717,71770
19.480000,1075158,71923
19.485000,1075599,71942
19.490000,1076040,71962
19.495000,1076481,71981
19.500000,1076922,72000
19.505000,1077363,72019
19.510000,1077804,72038
19.525000,1078245,72096
19.535000,1078686,72134
19.540000,1079127,72154
19.545000,1079568,72173
19.550000,1080009,72192
19.555000,1080450,72211
19.560000,1080891,72230
19.565000,1081332,72250
19.570000,1081773,72269
19.575000,1082214,72288
19.580000,1082655,72307
19.585000,1083096,72326
19.590000,1083537,72346
19.595000,1083978,72365
19.600000,1084419,72384
19.605000,1084860,72403
19.610000,1085301,72422
19.615000,1085742,72442
19.620000,1086183,72461
19.625000,1086624,72480
19.630000,1087065,72499
19.635000,1087506,72518
19.640000,1087947,72538
19.645000,1088388,72557
19.735000,1088829,72902
19.740000,1089270,72922
19.745000,1089711,72941
19.750000,1090152,72960
19.755000,1090593,72979
19.760000,1091034,72998
19.765000,1091475,73018
19.770000,1091916,73037
19.775000,1092357,73056
19.780000,1092798,73075
19.785000,1093239,73094
19.790000,1093680,73114
19.795000,1094121,73133
19.800000,1094562,73152
19.805000,1095003,73171
19.810000,1095444,73190
19.815000,1095885,73210
19.920000,1096326,73613
19.925000,1096767,73632
19.930000,1097208,73651
19.935000,1097649,73670
19.940000,1098090,73690
19.945000,1098531,73709
19.950000,1098972,73728
19.955000,1099413,73747
19.960000,1099854,73766
19.965000,1100295,73786
19.970000,1100736,73805
19.975000,1101177,73824
19.980000,1101618,73843
19.985000,1102059,73862
19.990000,1102500,73882
19.995000,1102941,73901
20.000000,1103382,73920
20.005000,1103823,73939
20.010000,1104264,73958
20.015000,1104705,73978
20.020000,1105146,73997
20.025000,1105587,74016
20.030000,1106028,74035
20.035000,1106469,74054
20.040000,1106910,74074
20.045000,1107351,74093
20.050000,1107792,74112
20.055000,1108233,74131
20.145000,1108674,74477
20.150000,1109115,74496
20.155000,1109556,74515
20.160000,1109997,74534
20.165000,1110438,74554
20.170000,1110879,74573
20.175000,1111320,74592
20.180000,1111761,74611
20.185000,1112202,74630
20.190000,1112643,74650
20.195000,1113084,74669
20.200000,1113525,74688
20.205000,1113966,74707
20.210000,1114407,74726
20.215000,1114848,74746
20.220000,1115289,74765
20.225000,1115730,74784
20.230000,1116171,74803
20.235000,1116612,74822
20.240000,1117053,74842
20.245000,1117494,74861
20.255000,1117935,74899
20.300000,1118376,75072
20.305000,1118817,75091
20.310000,1119258,75110
20.330000,1119699,75187
20.335000,1120140,75206
20.340000,1120581,75226
20.345000,1121022,75245
20.350000,1121463,75264
20.355000,1121904,75283
20.360000,1122345,75302
20.365000,1122786,75322
20.370000,1123227,75341
20.375000,1123668,75360
20.380000,1124109,75379
20.385000,1124550,75398
20.390000,1124991,75418
20.395000,1125432,75437
20.400000,1125873,75456
20.405000,1126314,75475
20.410000,1126755,75494
20.415000,1127196,75514
20.420000,1127637,75533
20.425000,1128078,75552
20.430000,1128519,75571
20.435000,1128960,75590
20.465000,1129401,75706
20.470000,1129842,75725
20.475000,1130283,75744
20.480000,1130724,75763
20.485000,1131165,75782
20.490000,1131606,75802
20.495000,1132047,75821
20.500000,1132488,75840
20.505000,1132929,75859
20.510000,1133370,75878
20.515000,1133811,75898
20.520000,1134252,75917
20.525000,1134693,75936
20.530000,1135134,75955
20.535000,1135575,75974
20.540000,1136016,75994
20.545000,1136457,76013
20.550000,1136898,76032
20.555000,1137339,76051
20.560000,1137780,76070
20.565000,1138221,76090
20.570000,1138662,76109
20.575000,1139103,76128
20.580000,1139544,76147
20.585000,1139985,76166
20.590000,1140426,76186
20.595000,1140867,76205
20.600000,1141308,76224
20.605000,1141749,76243
20.720000,1142190,76685
20.725000,1142631,76704
20.730000,1143072,76723
20.735000,1143513,76742
20.740000,1143954,76762
20.745000,1144395,76781
20.750000,1144836,76800
20.755000,1145277,76819
20.760000,1145718,76838
20.765000,1146159,76858
20.770000,1146600,76877
20.775000,1147041,76896
20.780000,1147482,76915
20.785000,1147923,76934
20.790000,1148364,76954
20.795000,1148805,76973
20.800000,1149246,76992
20.805000,1149687,77011
20.810000,1150128,77030
20.815000,1150569,77050
20.820000,1151010,77069
20.825000,1151451,77088
20.830000,1151892,77107
20.835000,1152333,77126
20.840000,1152774,77146
20.845000,1153215,77165
20.850000,1153656,77184
20.855000,1154097,77203
20.860000,1154538,77222
20.865000,1154979,77242
20.870000,1155420,77261
20.875000,1155861,77280
20.880000,1156302,77299
20.885000,1156743,77318
20.890000,1157184,77338
20.895000,1157625,77357
20.900000,1158066,77376
20.980000,1158507,77664
20.985000,1158948,77683
20.990000,1159389,77722
20.995000,1159830,77741
21.000000,1160271,77760
21.005000,1160712,77779
21.010000,1161153,77798
21.015000,1161594,77818
21.020000,1162035,77837
21.025000,1162476,77856
21.030000,1162917,77875
21.035000,1163358,77894
21.040000,1163799,77914
21.045000,1164240,77933
21.050000,1164681,77952
21.055000,1165122,77971
21.060000,1165563,77990
21.065000,1166004,78010
21.070000,1166445,78029
21.075000,1166886,78048
21.080000,1167327,78067
21.085000,1167768,78086
21.090000,1168209,78106
21.095000,1168650,78125
21.100000,1169091,78144
21.105000,1169532,78163
21.110000,1169973,78182
21.115000,1170414,78202
21.120000,1170855,78221
21.125000,1171296,78240
21.130000,1171737,78259
21.135000,1172178,78278
21.140000,1172619,78298
21.145000,1173060,78317
21.150000,1173501,78336
21.155000,1173942,78355
21.160000,1174383,78374
21.165000,1174824,78394
21.170000,1175265,78413
21.175000,1175706,78432
21.180000,1176147,78451
21.185000,1176588,78470
21.190000,1177029,78490
21.195000,1177470,78509
21.200000,1177911,78528
21.205000,1178352,78547
21.210000,1178793,78566
21.215000,1179234,78586
21.220000,1179675,78605
21.225000,1180116,78624
21.230000,1180557,78643
21.235000,1180998,78662
21.240000,1181439,78682
21.245000,1181880,78701
21.250000,1182321,78720
21.255000,1182762,78739
21.260000,1183203,78758
21.265000,1183644,78778
21.270000,1184085,78797
21.275000,1184526,78816
21.280000,1184967,78835
21.285000,1185408,78854
21.290000,1185849,78874
21.295000,1186290,78893
21.300000,1186731,78912
21.305000,1187172,78931
21.420000,1187613,79373
21.425000,1188054,79392
21.430000,1188495,79411
21.435000,1188936,79430
21.440000,1189377,79450
21.445000,1189818,79469
21.450000,1190259,79488
21.455000,1190700,79507
21.460000,1191141,79526
21.465000,1191582,79546
21.470000,1192023,79565
21.475000,1192464,79584
21.480000,1192905,79603
21.485000,1193346,79622
21.490000,1193787,79642
21.495000,1194228,79661
21.500000,1194669,79680
21.505000,1195110,79699
21.510000,1195551,79718
21.515000,1195992,79738
21.520000,1196433,79757
21.525000,1196874,79776
21.530000,1197315,79795
21.535000,1197756,79814
21.540000,1198197,79834
21.545000,1198638,79853
21.550000,1199079,79872
21.555000,1199520,79891
21.560000,1199961,79910
21.565000,1200402,79930
21.570000,1200843,79949
21.575000,1201284,79968
21.580000,1201725,79987
21.585000,1202166,80006
21.590000,1202607,80026
21.595000,1203048,80045
21.600000,1203489,80064
21.605000,1203930,80083
21.610000,1204371,80102
21.615000,1204812,80122
21.620000,1205253,80141
21.625000,1205694,80160
21.630000,1206135,80179
21.635000,1206576,80198
21.640000,1207017,80218
21.645000,1207458,80237
21.650000,1207899,80256
21.655000,1208340,80275
21.660000,1208781,80294
21.665000,1209222,80314
21.670000,1209663,80333
21.675000,1210104,80352
21.680000,1210545,80371
21.685000,1210986,80390
21.690000,1211427,80410
21.695000,1211868,80429
21.700000,1212309,80448
21.705000,1212750,80467
21.720000,1213191,80525
21.725000,1213632,80544
21.730000,1214073,80563
21.735000,1214514,80582
21.740000,1214955,80602
21.745000,1215396,80621
21.750000,1215837,80640
21.755000,1216278,80659
21.760000,1216719,80678
21.765000,1217160,80698
21.770000,1217601,80717
21.775000,1218042,80736
21.780000,1218483,80755
21.785000,1218924,80774
21.790000,1219365,80794
21.795000,1219806,80813
21.800000,1220247,80832
21.805000,1220688,80851
21.810000,1221129,80870
21.815000,1221570,80890
21.820000,1222011,80909
21.825000,1222452,80928
21.830000,1222893,80947
21.835000,1223334,80966
21.840000,1223775,80986
21.845000,1224216,81005
21.850000,1224657,81024
21.855000,1225098,81043
21.860000,1225539,81062
21.865000,1225980,81082
21.870000,1226421,81101
21.875000,1226862,81120
21.880000,1227303,81139
21.885000,1227744,81158
21.890000,1228185,81178
21.895000,1228626,81197
21.900000,1229067,81216
21.905000,1229508,81235
21.925000,1229949,81312
21.930000,1230390,81331
21.955000,1230831,81408
21.960000,1231272,81427
21.965000,1231713,81446
21.970000,1232154,81466
21.975000,1232595,81485
21.980000,1233036,81504
21.985000,1233477,81523
21.990000,1233918,81562
21.995000,1234359,81581
22.000000,1234800,81600
22.005000,1235241,81619
22.010000,1235682,81638
22.015000,1236123,81658
22.020000,1236564,81677
22.025000,1237005,81696
22.030000,1237446,81715
22.035000,1237887,81734
22.040000,1238328,81754
22.050000,1238769,81792
22.055000,1239210,81811
22.060000,1239651,81830
22.065000,1240092,81850
22.070000,1240533,81869
22.075000,1240974,81888
22.080000,1241415,81907
22.085000,1241856,81926
22.090000,1242297,81946
22.095000,1242738,81965
22.100000,1243179,81984
22.105000,1243620,82003
22.110000,1244061,82022
22.115000,1244502,82042
22.120000,1244943,82061
22.125000,1245384,82080
22.130000,1245825,82099
22.135000,1246266,82118
22.140000,1246707,82138
22.250000,1247148,82560
22.255000,1247589,82579
22.260000,1248030,82598
22.265000,1248471,82618
22.270000,1248912,82637
22.275000,1249353,82656
22.280000,1249794,82675
22.285000,1250235,82694
22.290000,1250676,82714
22.295000,1251117,82733
22.300000,1251558,82752
22.305000,1251999,82771
22.310000,1252440,82790
22.315000,1252881,82810
22.320000,1253322,82829
22.325000,1253763,82848
22.330000,1254204,82867
22.335000,1254645,82886
22.340000,1255086,82906
22.345000,1255527,82925
22.350000,1255968,82944
22.355000,1256409,82963
22.360000,1256850,82982
22.365000,1257291,83002
22.500000,1257732,83520
22.505000,1258173,83539
22.510000,1258614,83558
22.515000,1259055,83578
22.520000,1259496,83597
22.525000,1259937,83616
22.530000,1260378,83635
22.535000,1260819,83654
22.540000,1261260,83674
22.545000,1261701,83693
22.550000,1262142,83712
22.555000,1262583,83731
22.560000,1263024,83750
22.565000,1263465,83770
22.570000,1263906,83789
22.575000,1264347,83808
22.580000,1264788,83827
22.585000,1265229,83846
22.590000,1265670,83866
22.595000,1266111,83885
22.600000,1266552,83904
22.605000,1266993,83923
22.610000,1267434,83942
22.615000,1267875,83962
22.620000,1268316,83981
22.705000,1268757,84307
22.710000,1269198,84326
22.715000,1269639,84346
22.720000,1270080,84365
22.725000,1270521,84384
22.730000,1270962,84403
22.735000,1271403,84422
22.740000,1271844,84442
22.745000,1272285,84461
22.750000,1272726,84480
22.755000,1273167,84499
22.760000,1273608,84518
22.765000,1274049,84538
22.770000,1274490,84557
22.775000,1274931,84576
22.780000,1275372,84595
22.785000,1275813,84614
22.790000,1276254,84634
22.795000,1276695,84653
22.800000,1277136,84672
22.805000,1277577,84691
22.810000,1278018,84710
22.815000,1278459,84730
22.820000,1278900,84749
22.825000,1279341,84768
22.830000,1279782,84787
22.835000,1280223,84806
22.840000,1280664,84826
22.845000,1281105,84845
22.850000,1281546,84864
22.855000,1281987,84883
22.860000,1282428,84902
22.865000,1282869,84922
22.870000,1283310,84941
22.875000,1283751,84960
22.880000,1284192,84979
22.885000,1284633,84998
22.890000,1285074,85018
22.895000,1285515,85037
22.900000,1285956,85056
22.905000,1286397,85075
22.910000,1286838,85094
22.915000,1287279,85114
22.920000,1287720,85133
22.990000,1288161,85402
22.995000,1288602,85421
23.000000,1289043,85440
23.005000,1289484,85459
23.010000,1289925,85478
23.015000,1290366,85498
23.020000,1290807,85517
23.025000,1291248,85536
23.050000,1291689,85632
23.120000,1292130,85901
23.125000,1292571,85920
23.130000,1293012,85939
23.135000,1293453,85958
23.140000,1293894,85978
23.145000,1294335,85997
23.150000,1294776,86016
23.155000,1295217,86035
23.160000,1295658,86054
23.165000,1296099,86074
23.170000,1296540,86093
23.175000,1296981,86112
23.180000,1297422,86131
23.185000,1297863,86150
23.190000,1298304,86170
23.195000,1298745,86189
23.200000,1299186,86208
23.205000,1299627,86227
23.210000,1300068,86246
23.215000,1300509,86266
23.220000,1300950,86285
23.225000,1301391,86304
23.230000,1301832,86323
23.235000,1302273,86342
23.240000,1302714,86362
23.245000,1303155,86381
23.250000,1303596,86400
23.255000,1304037,86419
23.260000,1304478,86438
23.270000,1304919,86496
23.275000,1305360,86515
23.280000,1305801,86534
23.285000,1306242,86554
23.290000,1306683,86573
23.295000,1307124,86592
23.300000,1307565,86611
23.305000,1308006,86630
23.310000,1308447,86650
23.315000,1308888,86669
23.320000,1309329,86688
23.325000,1309770,86707
23.330000,1310211,86726
23.335000,1310652,86746
23.340000,1311093,86765
23.370000,1311534,86861
23.395000,1311975,86957
23.400000,1312416,86976
23.405000,1312857,86995
23.410000,1313298,87014
23.415000,1313739,87034
23.420000,1314180,87053
23.425000,1314621,87072
23.430000,1315062,87091
23.435000,1315503,87110
23.440000,1315944,87130
23.445000,1316385,87149
23.450000,1316826,87168
23.455000,1317267,87187
23.460000,1317708,87206
23.465000,1318149,87226
23.470000,1318590,87245
23.475000,1319031,87264
23.480000,1319472,87283
23.485000,1319913,87302
23.490000,1320354,87322
23.495000,1320795,87341
23.500000,1321236,87360
23.505000,1321677,87379
23.510000,1322118,87398
23.515000,1322559,87418
23.520000,1323000,87437
23.525000,1323441,87456
23.530000,1323882,87475
23.535000,1324323,87494
23.540000,1324764,87514
23.545000,1325205,87533
23.550000,1325646,87552
23.555000,1326087,87571
23.560000,1326528,87590
23.565000,1326969,87610
23.570000,1327410,87629
23.575000,1327851,87648
23.580000,1328292,87667
23.585000,1328733,87686
23.655000,1329174,87955
23.660000,1329615,87974
23.665000,1330056,87994
23.670000,1330497,88013
23.675000,1330938,88032
23.680000,1331379,88051
23.685000,1331820,88070
23.690000,1332261,88090
23.695000,1332702,88109
23.700000,1333143,88128
23.705000,1333584,88147
23.710000,1334025,88166
23.715000,1334466,88186
23.720000,1334907,88205
23.725000,1335348,88224
23.730000,1335789,88243
23.735000,1336230,88262
23.740000,1336671,88282
23.745000,1337112,88301
23.750000,1337553,88320
23.755000,1337994,88339
23.760000,1338435,88358
23.765000,1338876,88378
23.770000,1339317,88397
23.775000,1339758,88416
23.780000,1340199,88435
23.785000,1340640,88454
23.790000,1341081,88474
23.795000,1341522,88493
23.800000,1341963,88512
23.805000,1342404,88531
23.810000,1342845,88550
23.815000,1343286,88570
23.820000,1343727,88589
23.825000,1344168,88608
23.830000,1344609,88627
23.835000,1345050,88646
23.840000,1345491,88666
23.875000,1345932,88800
23.885000,1346373,88838
23.890000,1346814,88858
23.910000,1347255,88934
23.915000,1347696,88954
23.920000,1348137,88973
23.950000,1348578,89088
23.955000,1349019,89107
23.960000,1349460,89126
23.965000,1349901,89146
23.970000,1350342,89165
23.975000,1350783,89184
23.980000,1351224,89203
23.985000,1351665,89222
23.990000,1352106,89242
23.995000,1352547,89261
24.000000,1352988,89280
24.005000,1353429,89299
24.010000,1353870,89318
24.015000,1354311,89338
24.020000,1354752,89357
24.025000,1355193,89376
24.030000,1355634,89395
24.035000,1356075,89414
24.040000,1356516,89434
24.045000,1356957,89453
24.050000,1357398,89472
24.055000,1357839,89491
24.060000,1358280,89510
24.065000,1358721,89530
24.070000,1359162,89549
24.075000,1359603,89568
24.080000,1360044,89587
24.085000,1360485,89606
24.090000,1360926,89626
24.095000,1361367,89645
24.100000,1361808,89664
24.105000,1362249,89683
24.110000,1362690,89702
24.115000,1363131,89722
24.120000,1363572,89741
24.125000,1364013,89760
24.130000,1364454,89779
24.135000,1364895,89798
24.140000,1365336,89818
24.145000,1365777,89837
24.150000,1366218,89856
24.155000,1366659,89875
24.160000,1367100,89894
24.165000,1367541,89914
24.170000,1367982,89933
24.175000,1368423,89952
24.180000,1368864,89971
24.185000,1369305,89990
24.190000,1369746,90010
24.195000,1370187,90029
24.200000,1370628,90048
24.205000,1371069,90067
24.210000,1371510,90086
24.215000,1371951,90106
24.220000,1372392,90125
24.225000,1372833,90144
24.230000,1373274,90163
24.235000,1373715,90182
24.240000,1374156,90202
24.245000,1374597,90221
24.250000,1375038,90240
24.255000,1375479,90259
24.260000,1375920,90278
24.265000,1376361,90298
24.270000,1376802,90317
24.275000,1377243,90336
24.280000,1377684,90355
24.285000,1378125,90374
24.290000,1378566,90394
24.295000,1379007,90413
24.300000,1379448,90432
24.305000,1379889,90451
24.310000,1380330,90470
24.315000,1380771,90490
24.320000,1381212,90509
24.325000,1381653,90528
24.330000,1382094,90547
24.335000,1382535,90566
24.340000,1382976,90586
24.345000,1383417,90605
24.350000,1383858,90624
24.355000,1384299,90643
24.360000,1384740,90662
24.365000,1385181,90682
24.370000,1385622,90701
24.375000,1386063,90720
24.380000,1386504,90739
24.385000,1386945,90758
24.390000,1387386,90778
24.395000,1387827,90797
24.475000,1388268,91104
24.480000,1388709,91123
24.485000,1389150,91142
24.490000,1389591,91162
24.495000,1390032,91181
24.500000,1390473,91200
24.505000,1390914,91219
24.510000,1391355,91238
24.515000,1391796,91258
24.520000,1392237,91277
24.525000,1392678,91296
24.530000,1393119,91315
24.535000,1393560,91334
24.540000,1394001,91354
24.545000,1394442,91373
24.550000,1394883,91392
24.555000,1395324,91411
24.560000,1395765,91430
24.565000,1396206,91450
24.570000,1396647,91469
24.575000,1397088,91488
24.580000,1397529,91507
24.585000,1397970,91526
24.590000,1398411,91546
24.595000,1398852,91565
24.600000,1399293,91584
24.605000,1399734,91603
24.610000,1400175,91622
24.615000,1400616,91642
24.620000,1401057,91661
24.625000,1401498,91680
24.630000,1401939,91699
24.720000,1402380,92045
24.725000,1402821,92064
24.730000,1403262,92083
24.735000,1403703,92102
24.740000,1404144,92122
24.745000,1404585,92141
24.750000,1405026,92160
24.755000,1405467,92179
24.760000,1405908,92198
24.765000,1406349,92218
24.770000,1406790,92237
24.775000,1407231,92256
24.780000,1407672,92275
24.785000,1408113,92294
24.790000,1408554,92314
24.795000,1408995,92333
24.800000,1409436,92352
24.805000,1409877,92371
24.810000,1410318,92390
24.815000,1410759,92410
24.820000,1411200,92429
24.855000,1411641,92563
24.860000,1412082,92582
24.865000,1412523,92602
24.870000,1412964,92621
24.875000,1413405,92640
24.880000,1413846,92659
24.885000,1414287,92678
24.890000,1414728,92698
24.895000,1415169,92717
24.900000,1415610,92736
24.905000,1416051,92755
24.910000,1416492,92774
24.915000,1416933,92794
24.920000,1417374,92813
24.925000,1417815,92832
24.930000,1418256,92851
24.935000,1418697,92870
24.940000,1419138,92890
24.945000,1419579,92909
24.950000,1420020,92928
24.955000,1420461,92947
24.980000,1420902,93043
